Node,Cluster
0,4
1,4
2,4
3,4
4,4
5,5
6,5
7,5
8,4
9,4
10,4
11,4
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,5
27,5
28,4
29,4
30,4
31,4
32,4
33,4
34,4
35,4
36,4
37,5
38,1
39,1
40,3
41,5
42,5
43,5
44,5
45,5
46,5
47,4
48,4
49,5
50,5
51,5
52,5
53,5
54,5
55,3
56,3
57,3
58,4
59,4
60,5
61,5
62,5
63,3
64,3
65,3
66,5
67,5
68,3
69,3
70,3
71,3
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,3
80,3
81,3
82,3
83,3
84,3
85,3
86,3
87,3
88,3
89,1
90,1
91,1
92,3
93,3
94,1
95,1
96,0
97,0
98,5
99,5
100,5
101,5
102,2
103,2
104,1
105,1
106,5
107,5
108,0
109,0
110,0
111,5
112,5
113,0
114,0
115,0
116,0
117,1
118,1
119,1
120,2
121,2
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,1
138,1
139,1
140,1
141,1
142,0
143,0
144,0
145,0
146,0
147,1
148,0
149,0
150,1
151,1
152,0
153,0
154,0
155,2
156,2
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,1
173,1
174,1
175,1
176,2
177,2
178,2
179,2
180,2
181,1
182,1
183,2
184,2
185,2
186,1
187,1
