Node,Cluster
0,3
1,3
2,3
3,3
4,3
5,0
6,0
7,0
8,3
9,3
10,3
11,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
26,0
27,0
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,2
39,2
40,2
41,0
42,0
43,0
44,0
45,0
46,0
47,1
48,1
49,0
50,0
51,0
52,0
53,0
54,0
55,1
56,1
57,1
58,1
59,1
60,0
61,0
62,0
63,1
64,1
65,1
66,0
67,0
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,2
76,2
77,2
78,1
79,1
80,2
81,2
82,2
83,1
84,1
85,1
86,1
87,1
88,1
89,2
90,2
91,2
92,1
93,1
94,2
95,2
96,4
97,4
98,0
99,0
100,0
101,0
102,2
103,2
104,2
105,2
106,0
107,0
108,1
109,1
110,1
111,0
112,0
113,4
114,4
115,4
116,4
117,2
118,2
119,4
120,2
121,2
122,0
123,0
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,4
132,4
133,4
134,4
135,0
136,0
137,2
138,2
139,2
140,2
141,2
142,4
143,4
144,4
145,4
146,4
147,2
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,5
156,5
157,5
158,5
159,5
160,2
161,5
162,5
163,5
164,5
165,5
166,5
167,5
168,5
169,5
170,5
171,5
172,4
173,4
174,4
175,5
176,5
177,5
178,5
179,5
180,5
181,2
182,2
183,5
184,5
185,5
186,5
187,5
